efficiency,start_time,time_offset,end_time
89.0,2019-04-12 00:47:00.000,UTC-0300,2019-04-12 01:54:00.000
88.324875,2018-04-26 06:36:00.000,UTC-0300,2018-04-26 09:52:00.000
86.0,2019-04-16 05:09:00.000,UTC-0600,2019-04-16 12:30:00.000
96.0,2019-03-05 12:02:00.000,UTC-0400,2019-03-05 13:08:00.000
91.111115,2018-09-23 04:14:00.000,UTC-0300,2018-09-23 08:43:00.000
74.0,2019-02-16 19:51:00.000,UTC-0400,2019-02-16 21:34:00.000
90.97104,2018-12-23 03:40:00.000,UTC-0400,2018-12-23 13:27:00.000
90.0,2019-03-13 02:29:00.000,UTC-0300,2019-03-13 10:41:00.000
86.0,2018-06-09 17:29:00.000,UTC-0300,2018-06-09 19:09:00.000
71.0,2019-03-10 23:22:00.000,UTC-0300,2019-03-11 01:07:00.000
88.0,2019-02-15 02:36:00.000,UTC-0400,2019-02-15 07:26:00.000
90.423164,2018-12-20 04:20:00.000,UTC-0400,2018-12-20 11:48:00.000
80.0,2019-01-21 11:00:00.000,UTC-0400,2019-01-21 11:29:00.000
87.0,2019-03-15 11:16:00.000,UTC-0300,2019-03-15 13:00:00.000
91.0,2019-01-28 01:22:00.000,UTC-0400,2019-01-28 02:32:00.000
87.0,2019-04-12 02:26:00.000,UTC-0300,2019-04-12 12:03:00.000
87.0,2019-05-05 04:02:00.000,UTC-0300,2019-05-05 11:01:00.000
92.38281,2018-07-07 02:54:00.000,UTC-0300,2018-07-07 11:25:00.000
88.0,2019-03-14 02:31:00.000,UTC-0300,2019-03-14 11:10:00.000
91.94805,2018-09-08 03:52:00.000,UTC-0300,2018-09-08 10:16:00.000
87.0,2019-02-12 02:49:00.000,UTC-0400,2019-02-12 12:36:00.000
88.0,2019-04-08 02:15:00.000,UTC-0300,2019-04-08 10:21:00.000
91.56626,2018-10-08 06:21:00.000,UTC-0300,2018-10-08 13:15:00.000
87.0,2019-01-30 03:21:00.000,UTC-0400,2019-01-30 11:54:00.000
83.0,2019-01-26 23:50:00.000,UTC-0400,2019-01-27 01:38:00.000
93.90863,2018-06-01 03:27:00.000,UTC-0300,2018-06-01 10:00:00.000
83.0,2019-02-16 11:27:00.000,UTC-0400,2019-02-16 13:49:00.000
65.0,2019-02-06 00:06:00.000,UTC-0400,2019-02-06 01:12:00.000
89.47369,2018-08-29 01:18:00.000,UTC-0300,2018-08-29 08:34:00.000
90.0,2019-03-01 03:47:00.000,UTC-0400,2019-03-01 11:41:00.000
86.0,2019-04-20 04:48:00.000,UTC-0600,2019-04-20 13:22:00.000
0.0,2019-02-03 06:00:00.000,UTC-0400,2019-02-03 13:30:00.000
85.35211,2018-09-25 01:46:00.000,UTC-0300,2018-09-25 08:00:00.000
89.0,2019-02-04 03:16:00.000,UTC-0400,2019-02-04 11:41:00.000
90.47619,2018-06-02 17:59:00.000,UTC-0300,2018-06-02 19:23:00.000
87.0,2019-03-24 17:53:00.000,UTC-0300,2019-03-24 19:53:00.000
90.97065,2018-06-07 03:02:00.000,UTC-0300,2018-06-07 10:24:00.000
89.0,2019-05-01 03:23:00.000,UTC-0300,2019-05-01 10:41:00.000
90.0,2019-02-20 10:05:00.000,UTC-0400,2019-02-20 10:46:00.000
88.17967,2018-10-10 03:20:00.000,UTC-0300,2018-10-10 10:23:00.000
90.0,2019-02-10 04:05:00.000,UTC-0400,2019-02-10 12:07:00.000
88.0,2019-04-29 04:05:00.000,UTC-0300,2019-04-29 10:38:00.000
90.0,2019-03-03 19:25:00.000,UTC-0400,2019-03-03 21:07:00.000
90.0,2019-03-08 02:36:00.000,UTC-0400,2019-03-08 11:32:00.000
86.0,2019-04-15 05:10:00.000,UTC-0600,2019-04-15 12:54:00.000
93.333336,2019-01-04 05:02:00.000,UTC-0400,2019-01-04 12:13:00.000
90.0,2019-05-04 05:27:00.000,UTC-0300,2019-05-04 11:18:00.000
87.0,2019-01-29 02:55:00.000,UTC-0400,2019-01-29 13:34:00.000
91.0,2019-03-12 01:57:00.000,UTC-0300,2019-03-12 11:04:00.000
89.0,2019-02-08 03:57:00.000,UTC-0400,2019-02-08 10:54:00.000
91.0,2019-03-31 13:25:00.000,UTC-0300,2019-03-31 14:36:00.000
91.0,2019-02-09 04:12:00.000,UTC-0400,2019-02-09 11:05:00.000
89.0,2019-03-09 10:49:00.000,UTC-0400,2019-03-09 12:33:00.000
52.0,2019-02-09 17:29:00.000,UTC-0400,2019-02-09 19:32:00.000
89.0,2019-03-28 02:12:00.000,UTC-0300,2019-03-28 10:35:00.000
95.0,2019-02-02 01:20:00.000,UTC-0400,2019-02-02 03:49:00.000
90.2439,2019-01-20 18:19:00.000,UTC-0400,2019-01-20 20:22:00.000
90.0,2019-02-17 08:18:00.000,UTC-0400,2019-02-17 13:49:00.000
83.0,2019-04-26 06:47:00.000,UTC-0600,2019-04-26 13:10:00.000
69.0,2019-02-10 02:05:00.000,UTC-0400,2019-02-10 03:10:00.000
87.0,2019-04-01 02:37:00.000,UTC-0300,2019-04-01 10:41:00.000
63.0,2019-02-06 03:11:00.000,UTC-0400,2019-02-06 14:39:00.000
91.0,2019-03-31 03:53:00.000,UTC-0300,2019-03-31 11:44:00.000
85.0,2019-03-15 02:22:00.000,UTC-0300,2019-03-15 11:13:00.000
90.0,2019-03-19 04:26:00.000,UTC-0300,2019-03-19 10:41:00.000
89.0,2019-04-11 02:55:00.000,UTC-0300,2019-04-11 10:42:00.000
92.805756,2019-01-07 05:30:00.000,UTC-0400,2019-01-07 12:26:00.000
94.0,2019-05-02 10:59:00.000,UTC-0300,2019-05-02 11:17:00.000
83.0,2019-04-18 04:03:00.000,UTC-0600,2019-04-18 12:22:00.000
90.73084,2019-01-08 03:55:00.000,UTC-0400,2019-01-08 13:15:00.000
65.0,2019-03-08 21:29:00.000,UTC-0400,2019-03-08 23:03:00.000
85.0,2019-03-04 02:34:00.000,UTC-0400,2019-03-04 10:52:00.000
86.0,2019-02-03 05:55:00.000,UTC-0400,2019-02-03 13:59:00.000
84.0,2019-05-03 22:03:00.000,UTC-0300,2019-05-04 00:49:00.000
73.0,2019-02-07 03:08:00.000,UTC-0400,2019-02-07 12:55:00.000
86.0,2019-03-03 05:31:00.000,UTC-0400,2019-03-03 12:37:00.000
87.0,2019-03-09 03:26:00.000,UTC-0400,2019-03-09 10:23:00.000
92.0,2019-05-12 01:47:00.000,UTC-0300,2019-05-12 10:38:00.000
83.0,2019-02-08 11:14:00.000,UTC-0400,2019-02-08 11:20:00.000
88.0,2019-01-31 01:55:00.000,UTC-0400,2019-01-31 13:01:00.000
0.0,2019-05-18 02:40:00.000,UTC-0300,2019-05-18 10:50:00.000
93.59606,2019-01-21 03:57:00.000,UTC-0400,2019-01-21 10:42:00.000
60.0,2019-03-26 17:29:00.000,UTC-0300,2019-03-26 17:54:00.000
89.0,2019-01-27 03:27:00.000,UTC-0400,2019-01-27 12:13:00.000
88.0,2019-05-23 03:07:00.000,UTC-0300,2019-05-23 09:49:00.000
87.0,2019-03-10 01:42:00.000,UTC-0400,2019-03-10 13:23:00.000
87.0,2019-04-25 05:34:00.000,UTC-0600,2019-04-25 13:16:00.000
88.0,2019-03-20 03:24:00.000,UTC-0300,2019-03-20 11:20:00.000
83.0,2019-05-27 02:45:00.000,UTC-0300,2019-05-27 10:20:00.000
83.0,2019-05-13 01:43:00.000,UTC-0300,2019-05-13 10:22:00.000
82.0,2019-04-28 05:09:00.000,UTC-0600,2019-04-28 13:20:00.000
90.0,2019-06-01 03:20:00.000,UTC-0300,2019-06-01 10:12:00.000
87.0,2019-05-19 02:54:00.000,UTC-0300,2019-05-19 10:02:00.000
91.0,2019-03-18 21:33:00.000,UTC-0300,2019-03-18 23:10:00.000
56.0,2019-05-23 10:43:00.000,UTC-0300,2019-05-23 11:15:00.000
89.0,2019-06-06 02:56:00.000,UTC-0300,2019-06-06 11:06:00.000
87.0,2019-03-05 04:11:00.000,UTC-0400,2019-03-05 11:23:00.000
64.0,2019-06-10 03:01:00.000,UTC-0300,2019-06-10 05:03:00.000
89.0,2019-04-10 03:01:00.000,UTC-0300,2019-04-10 10:19:00.000
82.0,2019-06-12 09:33:00.000,UTC-0300,2019-06-12 11:43:00.000
0.0,2019-02-02 04:10:00.000,UTC-0400,2019-02-02 12:00:00.000
86.0,2019-05-28 01:31:00.000,UTC-0300,2019-05-28 09:19:00.000
65.0,2019-06-15 15:59:00.000,UTC-0300,2019-06-15 16:59:00.000
88.0,2019-04-21 07:20:00.000,UTC-0600,2019-04-21 13:36:00.000
50.0,2019-04-28 23:11:00.000,UTC-0600,2019-04-29 00:55:00.000
83.0,2019-06-18 09:23:00.000,UTC-0300,2019-06-18 10:52:00.000
88.0,2019-01-28 04:20:00.000,UTC-0400,2019-01-28 11:56:00.000
81.0,2019-06-01 21:23:00.000,UTC-0300,2019-06-01 22:46:00.000
85.0,2019-04-19 05:29:00.000,UTC-0600,2019-04-19 13:35:00.000
87.0,2019-06-22 04:06:00.000,UTC-0300,2019-06-22 10:23:00.000
88.2353,2019-01-02 08:51:00.000,UTC-0400,2019-01-02 11:23:00.000
91.0,2019-03-26 03:46:00.000,UTC-0300,2019-03-26 09:30:00.000
0.0,2019-04-24 06:00:00.000,UTC-0600,2019-04-24 13:00:00.000
94.0,2019-06-07 03:48:00.000,UTC-0300,2019-06-07 09:53:00.000
90.0,2019-02-23 11:26:00.000,UTC-0400,2019-02-23 13:31:00.000
87.0,2019-05-11 01:08:00.000,UTC-0300,2019-05-11 10:32:00.000
92.0,2019-06-27 03:51:00.000,UTC-0300,2019-06-27 08:58:00.000
86.0,2019-03-25 02:41:00.000,UTC-0300,2019-03-25 10:41:00.000
86.0,2019-05-17 01:59:00.000,UTC-0300,2019-05-17 11:30:00.000
89.0,2019-06-30 10:56:00.000,UTC-0300,2019-06-30 11:35:00.000
90.0,2019-05-22 02:01:00.000,UTC-0300,2019-05-22 09:55:00.000
90.0,2019-02-27 03:03:00.000,UTC-0400,2019-02-27 12:00:00.000
57.0,2019-02-10 19:19:00.000,UTC-0400,2019-02-10 21:03:00.000
81.0,2019-05-26 01:35:00.000,UTC-0300,2019-05-26 10:40:00.000
85.0,2019-07-05 02:47:00.000,UTC-0300,2019-07-05 09:21:00.000
86.0,2019-05-31 03:42:00.000,UTC-0300,2019-05-31 10:33:00.000
90.0,2019-04-09 03:56:00.000,UTC-0300,2019-04-09 11:05:00.000
90.0,2019-06-04 02:46:00.000,UTC-0300,2019-06-04 10:06:00.000
78.0,2019-02-28 11:14:00.000,UTC-0400,2019-02-28 11:33:00.000
86.0,2019-07-09 04:55:00.000,UTC-0300,2019-07-09 10:34:00.000
50.0,2019-06-09 09:51:00.000,UTC-0300,2019-06-09 10:36:00.000
84.0,2019-06-10 06:39:00.000,UTC-0300,2019-06-10 10:26:00.000
90.0,2019-02-13 10:41:00.000,UTC-0400,2019-02-13 11:12:00.000
95.0,2019-02-24 05:37:00.000,UTC-0400,2019-02-24 09:57:00.000
88.0,2019-06-12 05:09:00.000,UTC-0300,2019-06-12 09:29:00.000
93.0,2019-03-30 03:11:00.000,UTC-0300,2019-03-30 11:13:00.000
89.0,2019-06-15 14:42:00.000,UTC-0300,2019-06-15 15:55:00.000
83.0,2019-04-23 04:40:00.000,UTC-0600,2019-04-23 12:47:00.000
85.0,2019-06-18 01:28:00.000,UTC-0300,2019-06-18 08:55:00.000
88.0,2019-06-13 02:18:00.000,UTC-0300,2019-06-13 09:52:00.000
89.0,2019-06-21 02:59:00.000,UTC-0300,2019-06-21 10:39:00.000
73.0,2019-06-15 18:36:00.000,UTC-0300,2019-06-15 19:47:00.000
92.0,2019-04-04 02:21:00.000,UTC-0300,2019-04-04 10:52:00.000
0.0,2019-02-19 03:20:00.000,UTC-0400,2019-02-19 11:20:00.000
87.0,2019-06-19 02:39:00.000,UTC-0300,2019-06-19 10:21:00.000
90.0,2019-06-26 04:54:00.000,UTC-0300,2019-06-26 10:02:00.000
89.0,2019-07-13 03:38:00.000,UTC-0300,2019-07-13 10:44:00.000
74.0,2019-05-15 01:10:00.000,UTC-0300,2019-05-15 02:10:00.000
84.0,2019-06-30 02:58:00.000,UTC-0300,2019-06-30 10:19:00.000
85.0,2019-06-22 10:42:00.000,UTC-0300,2019-06-22 12:37:00.000
86.0,2019-05-20 03:05:00.000,UTC-0300,2019-05-20 11:14:00.000
93.0,2019-07-04 03:10:00.000,UTC-0300,2019-07-04 10:40:00.000
88.0,2019-06-27 09:23:00.000,UTC-0300,2019-06-27 12:14:00.000
87.0,2019-05-24 02:02:00.000,UTC-0300,2019-05-24 09:51:00.000
87.0,2019-07-09 03:18:00.000,UTC-0300,2019-07-09 04:29:00.000
86.0,2019-07-01 02:21:00.000,UTC-0300,2019-07-01 11:00:00.000
70.0,2019-05-28 10:57:00.000,UTC-0300,2019-05-28 12:32:00.000
81.0,2019-07-12 20:25:00.000,UTC-0300,2019-07-12 21:44:00.000
90.0,2019-07-16 07:55:00.000,UTC-0300,2019-07-16 11:40:00.000
88.0,2019-07-06 01:41:00.000,UTC-0300,2019-07-06 11:22:00.000
89.0,2019-06-02 03:14:00.000,UTC-0300,2019-06-02 09:56:00.000
88.0,2019-07-16 01:33:00.000,UTC-0300,2019-07-16 07:19:00.000
87.0,2019-07-10 02:26:00.000,UTC-0300,2019-07-10 11:08:00.000
0.0,2019-06-08 03:20:00.000,UTC-0300,2019-06-08 11:30:00.000
83.0,2019-07-18 10:33:00.000,UTC-0300,2019-07-18 12:06:00.000
89.0,2019-07-13 20:38:00.000,UTC-0300,2019-07-13 22:01:00.000
88.0,2019-06-11 04:01:00.000,UTC-0300,2019-06-11 10:33:00.000
86.0,2019-07-25 01:46:00.000,UTC-0300,2019-07-25 10:33:00.000
64.0,2019-07-17 01:14:00.000,UTC-0300,2019-07-17 02:35:00.000
89.0,2019-07-19 02:37:00.000,UTC-0300,2019-07-19 09:48:00.000
85.0,2019-07-20 01:12:00.000,UTC-0300,2019-07-20 06:15:00.000
87.0,2019-09-24 02:27:00.000,UTC-0300,2019-09-24 10:06:00.000
89.0,2019-11-25 03:40:00.000,UTC-0400,2019-11-25 12:12:00.000
85.0,2019-06-14 03:57:00.000,UTC-0300,2019-06-14 11:19:00.000
80.0,2019-09-24 10:11:00.000,UTC-0300,2019-09-24 12:07:00.000
87.0,2019-07-26 02:11:00.000,UTC-0300,2019-07-26 07:34:00.000
90.0,2019-11-26 03:22:00.000,UTC-0400,2019-11-26 11:52:00.000
84.0,2019-09-25 01:48:00.000,UTC-0300,2019-09-25 10:24:00.000
91.0,2019-11-27 03:34:00.000,UTC-0400,2019-11-27 11:37:00.000
85.0,2019-07-26 08:46:00.000,UTC-0300,2019-07-26 10:00:00.000
82.0,2019-09-26 01:33:00.000,UTC-0300,2019-09-26 11:51:00.000
57.0,2019-06-16 00:41:00.000,UTC-0300,2019-06-16 01:47:00.000
89.0,2019-11-28 04:11:00.000,UTC-0400,2019-11-28 10:47:00.000
47.0,2019-09-26 11:57:00.000,UTC-0300,2019-09-26 13:05:00.000
95.0,2019-11-28 11:21:00.000,UTC-0400,2019-11-28 12:52:00.000
78.0,2019-09-26 23:27:00.000,UTC-0300,2019-09-27 00:50:00.000
83.0,2019-07-27 04:55:00.000,UTC-0300,2019-07-27 10:48:00.000
89.0,2019-06-20 03:19:00.000,UTC-0300,2019-06-20 07:24:00.000
85.0,2019-11-29 02:46:00.000,UTC-0400,2019-11-29 12:11:00.000
85.0,2019-09-27 03:59:00.000,UTC-0300,2019-09-27 11:37:00.000
76.0,2019-07-27 18:37:00.000,UTC-0300,2019-07-27 21:19:00.000
93.0,2019-11-30 04:26:00.000,UTC-0400,2019-11-30 12:37:00.000
90.0,2019-06-23 04:03:00.000,UTC-0300,2019-06-23 10:52:00.000
87.0,2019-09-27 23:53:00.000,UTC-0300,2019-09-28 02:13:00.000
90.0,2019-11-30 16:22:00.000,UTC-0400,2019-11-30 18:11:00.000
83.0,2019-07-29 02:18:00.000,UTC-0300,2019-07-29 04:03:00.000
85.0,2019-07-29 04:16:00.000,UTC-0300,2019-07-29 10:19:00.000
88.0,2019-06-28 04:15:00.000,UTC-0300,2019-06-28 08:06:00.000
88.0,2019-09-28 02:18:00.000,UTC-0300,2019-09-28 11:02:00.000
85.0,2019-07-30 01:54:00.000,UTC-0300,2019-07-30 10:41:00.000
89.0,2019-07-31 05:01:00.000,UTC-0300,2019-07-31 08:45:00.000
68.0,2019-09-28 17:04:00.000,UTC-0300,2019-09-28 20:42:00.000
72.0,2019-07-01 21:14:00.000,UTC-0300,2019-07-01 22:38:00.000
88.0,2019-12-01 03:16:00.000,UTC-0400,2019-12-01 12:20:00.000
87.0,2019-09-29 02:36:00.000,UTC-0300,2019-09-29 11:49:00.000
76.0,2019-07-31 09:37:00.000,UTC-0300,2019-07-31 11:20:00.000
78.0,2019-07-06 19:31:00.000,UTC-0300,2019-07-06 21:43:00.000
91.0,2019-12-01 20:07:00.000,UTC-0400,2019-12-01 21:58:00.000
90.0,2019-09-30 04:17:00.000,UTC-0300,2019-09-30 10:19:00.000
92.0,2019-07-11 05:07:00.000,UTC-0300,2019-07-11 08:44:00.000
77.0,2019-07-31 20:28:00.000,UTC-0300,2019-07-31 22:20:00.000
84.0,2019-10-01 01:46:00.000,UTC-0300,2019-10-01 07:18:00.000
86.0,2019-07-14 04:30:00.000,UTC-0300,2019-07-14 09:25:00.000
84.0,2019-10-01 07:38:00.000,UTC-0300,2019-10-01 11:56:00.000
88.0,2019-07-17 03:01:00.000,UTC-0300,2019-07-17 05:31:00.000
88.0,2019-10-02 02:03:00.000,UTC-0300,2019-10-02 09:14:00.000
91.0,2019-12-02 04:06:00.000,UTC-0400,2019-12-02 12:20:00.000
85.0,2019-08-01 02:14:00.000,UTC-0300,2019-08-01 04:49:00.000
86.0,2019-07-21 06:30:00.000,UTC-0300,2019-07-21 11:56:00.000
85.0,2019-10-03 02:15:00.000,UTC-0300,2019-10-03 11:03:00.000
83.0,2019-08-01 04:53:00.000,UTC-0300,2019-08-01 10:41:00.000
88.0,2020-02-01 05:25:00.000,UTC-0400,2020-02-01 11:42:00.000
92.0,2019-12-03 03:09:00.000,UTC-0400,2019-12-03 11:55:00.000
87.0,2019-08-02 01:30:00.000,UTC-0300,2019-08-02 09:57:00.000
91.0,2019-10-04 01:30:00.000,UTC-0300,2019-10-04 10:10:00.000
92.0,2019-12-04 04:53:00.000,UTC-0400,2019-12-04 12:17:00.000
84.0,2019-08-03 04:35:00.000,UTC-0300,2019-08-03 11:03:00.000
92.0,2020-02-02 05:44:00.000,UTC-0400,2020-02-02 14:45:00.000
92.0,2019-12-05 04:56:00.000,UTC-0400,2019-12-05 12:21:00.000
88.0,2019-10-05 04:30:00.000,UTC-0300,2019-10-05 11:04:00.000
85.0,2020-02-02 20:00:00.000,UTC-0400,2020-02-02 22:14:00.000
87.0,2019-08-04 03:44:00.000,UTC-0300,2019-08-04 12:00:00.000
94.0,2019-12-06 03:16:00.000,UTC-0400,2019-12-06 13:06:00.000
85.0,2020-02-03 04:14:00.000,UTC-0400,2020-02-03 12:26:00.000
89.0,2019-08-05 01:17:00.000,UTC-0300,2019-08-05 10:40:00.000
94.0,2019-10-05 11:30:00.000,UTC-0300,2019-10-05 13:39:00.000
92.0,2020-02-04 03:45:00.000,UTC-0400,2020-02-04 11:49:00.000
92.0,2019-08-06 05:30:00.000,UTC-0300,2019-08-06 10:38:00.000
83.0,2019-10-05 18:25:00.000,UTC-0300,2019-10-05 20:04:00.000
87.0,2019-08-07 00:57:00.000,UTC-0300,2019-08-07 10:31:00.000
85.0,2020-02-05 02:19:00.000,UTC-0400,2020-02-05 04:10:00.000
90.0,2019-12-07 03:32:00.000,UTC-0400,2019-12-07 12:06:00.000
91.0,2019-10-06 02:02:00.000,UTC-0300,2019-10-06 07:24:00.000
87.0,2019-08-07 10:56:00.000,UTC-0300,2019-08-07 12:26:00.000
93.0,2020-02-05 04:13:00.000,UTC-0400,2020-02-05 10:33:00.000
88.0,2019-10-06 07:28:00.000,UTC-0300,2019-10-06 12:27:00.000
84.0,2019-08-08 03:53:00.000,UTC-0300,2019-08-08 10:29:00.000
90.0,2020-02-05 10:38:00.000,UTC-0400,2020-02-05 12:52:00.000
90.0,2019-10-07 05:07:00.000,UTC-0300,2019-10-07 11:45:00.000
91.0,2020-02-06 03:40:00.000,UTC-0400,2020-02-06 12:53:00.000
88.0,2019-08-09 02:31:00.000,UTC-0300,2019-08-09 09:42:00.000
84.0,2019-10-08 02:30:00.000,UTC-0300,2019-10-08 04:54:00.000
90.0,2019-12-08 03:21:00.000,UTC-0400,2019-12-08 12:01:00.000
86.0,2019-08-10 02:15:00.000,UTC-0300,2019-08-10 12:04:00.000
87.0,2019-10-08 08:11:00.000,UTC+0100,2019-10-08 11:25:00.000
89.0,2019-10-09 00:49:00.000,UTC+0100,2019-10-09 06:02:00.000
77.0,2019-08-10 17:58:00.000,UTC-0300,2019-08-10 18:59:00.000
0.0,2019-08-11 02:50:00.000,UTC-0300,2019-08-11 10:00:00.000
90.0,2019-10-09 15:07:00.000,UTC+0100,2019-10-09 16:46:00.000
85.0,2020-02-10 03:53:00.000,UTC-0400,2020-02-10 12:07:00.000
84.0,2019-10-09 22:22:00.000,UTC+0100,2019-10-10 08:57:00.000
85.0,2019-08-12 01:56:00.000,UTC-0300,2019-08-12 11:51:00.000
90.0,2019-12-09 03:52:00.000,UTC-0400,2019-12-09 13:05:00.000
92.0,2020-02-11 03:01:00.000,UTC-0400,2020-02-11 13:01:00.000
86.0,2019-10-10 19:19:00.000,UTC+0100,2019-10-10 20:51:00.000
86.0,2019-08-13 01:55:00.000,UTC-0300,2019-08-13 10:55:00.000
90.0,2019-12-10 03:15:00.000,UTC-0400,2019-12-10 12:28:00.000
91.0,2020-02-12 04:10:00.000,UTC-0400,2020-02-12 12:00:00.000
86.0,2019-08-14 01:21:00.000,UTC-0300,2019-08-14 04:11:00.000
84.0,2019-10-10 21:44:00.000,UTC+0100,2019-10-11 08:35:00.000
89.0,2019-12-11 03:24:00.000,UTC-0400,2019-12-11 12:37:00.000
92.0,2020-02-13 03:40:00.000,UTC-0400,2020-02-13 12:09:00.000
78.0,2019-10-11 22:23:00.000,UTC+0100,2019-10-12 08:14:00.000
82.0,2019-08-14 04:18:00.000,UTC-0300,2019-08-14 09:47:00.000
88.0,2020-02-07 03:34:00.000,UTC-0400,2020-02-07 12:34:00.000
87.0,2019-12-12 03:37:00.000,UTC-0400,2019-12-12 12:29:00.000
93.0,2020-02-08 07:21:00.000,UTC-0400,2020-02-08 14:07:00.000
81.0,2019-12-13 00:39:00.000,UTC-0400,2019-12-13 02:09:00.000
88.0,2019-08-15 03:46:00.000,UTC-0300,2019-08-15 11:15:00.000
78.0,2019-10-12 22:49:00.000,UTC+0100,2019-10-13 07:26:00.000
95.0,2019-12-13 03:00:00.000,UTC-0400,2019-12-13 12:06:00.000
92.0,2020-02-09 03:35:00.000,UTC-0400,2020-02-09 13:33:00.000
68.0,2019-10-13 17:38:00.000,UTC+0100,2019-10-13 18:35:00.000
70.0,2019-08-16 01:03:00.000,UTC-0300,2019-08-16 02:10:00.000
61.0,2020-02-09 19:03:00.000,UTC-0400,2020-02-09 20:06:00.000
90.0,2019-12-14 03:20:00.000,UTC-0400,2019-12-14 12:14:00.000
72.0,2020-02-10 02:23:00.000,UTC-0400,2020-02-10 03:43:00.000
88.0,2019-12-15 06:06:00.000,UTC-0400,2019-12-15 13:39:00.000
89.0,2019-08-16 02:42:00.000,UTC-0300,2019-08-16 09:43:00.000
89.0,2020-02-14 04:24:00.000,UTC-0400,2020-02-14 11:50:00.000
89.0,2019-10-16 02:34:00.000,UTC-0300,2019-10-16 10:25:00.000
88.0,2019-12-15 20:37:00.000,UTC-0400,2019-12-15 23:42:00.000
85.0,2019-08-17 01:58:00.000,UTC-0300,2019-08-17 10:30:00.000
89.0,2019-10-17 00:18:00.000,UTC-0300,2019-10-17 09:38:00.000
87.0,2019-12-16 04:49:00.000,UTC-0400,2019-12-16 13:00:00.000
77.0,2019-08-17 17:40:00.000,UTC-0300,2019-08-17 20:14:00.000
91.0,2019-12-17 03:16:00.000,UTC-0400,2019-12-17 10:35:00.000
92.0,2020-02-15 07:05:00.000,UTC-0400,2020-02-15 13:28:00.000
88.0,2019-10-18 02:52:00.000,UTC-0300,2019-10-18 10:24:00.000
93.0,2019-12-18 04:02:00.000,UTC-0400,2019-12-18 12:00:00.000
89.0,2020-02-16 03:13:00.000,UTC-0400,2020-02-16 11:22:00.000
89.0,2019-08-18 02:55:00.000,UTC-0300,2019-08-18 07:38:00.000
64.0,2019-12-18 23:01:00.000,UTC-0400,2019-12-19 00:35:00.000
91.0,2020-02-17 05:30:00.000,UTC-0400,2020-02-17 13:24:00.000
89.0,2019-10-18 10:29:00.000,UTC-0300,2019-10-18 12:15:00.000
93.0,2019-12-19 03:43:00.000,UTC-0400,2019-12-19 12:44:00.000
87.0,2020-02-18 05:50:00.000,UTC-0400,2020-02-18 13:26:00.000
82.0,2019-10-18 20:10:00.000,UTC-0300,2019-10-18 21:13:00.000
90.0,2020-02-19 03:49:00.000,UTC-0400,2020-02-19 11:59:00.000
87.0,2019-10-19 01:27:00.000,UTC-0300,2019-10-19 11:05:00.000
62.0,2020-02-20 02:22:00.000,UTC-0400,2020-02-20 03:57:00.000
85.0,2019-08-18 08:19:00.000,UTC-0300,2019-08-18 11:43:00.000
72.0,2019-10-19 23:49:00.000,UTC-0300,2019-10-20 01:02:00.000
92.0,2020-02-20 04:06:00.000,UTC-0400,2020-02-20 11:54:00.000
81.0,2019-08-19 01:49:00.000,UTC-0300,2019-08-19 09:44:00.000
88.0,2019-10-20 01:29:00.000,UTC-0300,2019-10-20 09:44:00.000
89.0,2020-02-21 03:34:00.000,UTC-0400,2020-02-21 11:29:00.000
53.0,2019-08-19 22:38:00.000,UTC-0300,2019-08-19 23:49:00.000
88.0,2019-10-21 01:47:00.000,UTC-0300,2019-10-21 09:37:00.000
87.0,2019-08-20 02:08:00.000,UTC-0300,2019-08-20 09:59:00.000
57.0,2020-02-21 11:33:00.000,UTC-0400,2020-02-21 12:06:00.000
82.0,2019-10-22 02:15:00.000,UTC-0300,2019-10-22 03:23:00.000
86.0,2019-08-21 03:36:00.000,UTC-0300,2019-08-21 06:57:00.000
87.0,2020-02-21 22:30:00.000,UTC-0400,2020-02-22 00:16:00.000
86.0,2019-10-22 05:13:00.000,UTC-0300,2019-10-22 10:56:00.000
85.0,2019-08-21 07:27:00.000,UTC-0300,2019-08-21 10:54:00.000
89.0,2020-02-22 05:40:00.000,UTC-0400,2020-02-22 12:29:00.000
89.0,2019-12-20 04:55:00.000,UTC-0400,2019-12-20 13:19:00.000
87.0,2019-10-23 00:36:00.000,UTC-0300,2019-10-23 11:05:00.000
81.0,2019-08-22 02:52:00.000,UTC-0300,2019-08-22 11:05:00.000
96.0,2020-02-22 18:04:00.000,UTC-0400,2020-02-22 20:31:00.000
93.0,2019-10-24 02:38:00.000,UTC-0300,2019-10-24 10:28:00.000
90.0,2019-08-23 03:12:00.000,UTC-0300,2019-08-23 07:01:00.000
88.0,2020-02-23 04:07:00.000,UTC-0400,2020-02-23 06:53:00.000
88.0,2019-10-25 02:43:00.000,UTC-0300,2019-10-25 10:41:00.000
54.0,2019-12-21 00:12:00.000,UTC-0400,2019-12-21 02:08:00.000
80.0,2019-08-23 07:06:00.000,UTC-0300,2019-08-23 09:51:00.000
86.0,2019-10-26 02:17:00.000,UTC-0300,2019-10-26 10:37:00.000
82.0,2019-08-23 10:25:00.000,UTC-0300,2019-08-23 11:15:00.000
85.0,2020-02-23 09:07:00.000,UTC-0400,2020-02-23 12:23:00.000
